TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Mellow,Concentration,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-07-27 00:55:29.448,0.48273504,0.0,0.0,0.52987534,0.5366993,0.0,0.0,0.3419647,1.2227682,0.0,0.0,0.5307737,1.3678409,0.0,0.0,1.3554169,1.112844,0.0,0.0,1.0673914,802.23444,788.93774,800.6227,841.7216,863.0769,0.0,0.0,-0.10052490234375,0.037109375,0.98992919921875,8.74786376953125,6.56463623046875,0.082244873046875,1,1.0,1.0,1.0,1.0,15.00
2021-07-27 00:55:29.449,0.48273504,0.0,0.0,0.52987534,0.5366993,0.0,0.0,0.3419647,1.2227682,0.0,0.0,0.5307737,1.3678409,0.0,0.0,1.3554169,1.112844,0.0,0.0,1.0673914,837.6923,814.7253,827.2161,794.57874,865.89746,0.0,0.0,-0.10052490234375,0.037109375,0.98992919921875,8.74786376953125,6.56463623046875,0.082244873046875,1,1.0,1.0,1.0,1.0,15.00
2021-07-27 00:55:29.449,0.48273504,0.0,0.0,0.52987534,0.5366993,0.0,0.0,0.3419647,1.2227682,0.0,0.0,0.5307737,1.3678409,0.0,0.0,1.3554169,1.112844,0.0,0.0,1.0673914,837.6923,795.78754,792.1612,769.19415,749.45056,0.0,0.0,-0.10052490234375,0.037109375,0.98992919921875,8.74786376953125,6.56463623046875,0.082244873046875,1,1.0,1.0,1.0,1.0,15.00
2021-07-27 00:55:29.450,0.48273504,0.0,0.0,0.52987534,0.5366993,0.0,0.0,0.3419647,1.2227682,0.0,0.0,0.5307737,1.3678409,0.0,0.0,1.3554169,1.112844,0.0,0.0,1.0673914,819.5604,774.83514,790.9524,790.14655,766.3736,0.0,0.0,-0.10052490234375,0.037109375,0.98992919921875,8.74786376953125,6.56463623046875,0.082244873046875,1,1.0,1.0,1.0,1.0,15.00
2021-07-27 00:55:29.450,0.48273504,0.0,0.0,0.52987534,0.5366993,0.0,0.0,0.3419647,1.2227682,0.0,0.0,0.5307737,1.3678409,0.0,0.0,1.3554169,1.112844,0.0,0.0,1.0673914,801.02563,822.381,791.3553,849.3773,848.97437,0.0,0.0,-0.10052490234375,0.037109375,0.98992919921875,8.74786376953125,6.56463623046875,0.082244873046875,1,1.0,1.0,1.0,1.0,15.00
2021-07-27 00:55:29.450,0.48273504,0.0,0.0,0.52987534,0.5366993,0.0,0.0,0.3419647,1.2227682,0.0,0.0,0.5307737,1.3678409,0.0,0.0,1.3554169,1.112844,0.0,0.0,1.0673914,790.14655,776.8498,770.40295,838.0952,823.9927,0.0,0.0,-0.10052490234375,0.037109375,0.98992919921875,8.74786376953125,6.56463623046875,0.082244873046875,1,1.0,1.0,1.0,1.0,15.00
2021-07-27 00:55:29.450,0.48273504,0.0,0.0,0.52987534,0.5366993,0.0,0.0,0.3419647,1.2227682,0.0,0.0,0.5307737,1.3678409,0.0,0.0,1.3554169,1.112844,0.0,0.0,1.0673914,826.4103,788.93774,812.3077,804.65204,809.0842,0.0,0.0,-0.10052490234375,0.037109375,0.98992919921875,8.74786376953125,6.56463623046875,0.082244873046875,1,1.0,1.0,1.0,1.0,15.00
2021-07-27 00:55:29.450,0.51825994,0.0,0.0,0.52987534,0.56402045,0.0,0.0,0.3419647,1.2227682,0.0,0.0,0.5307737,1.3858474,0.0,0.0,1.3554169,1.1204493,0.0,0.0,1.0673914,817.5458,849.7802,837.6923,759.12085,808.68134,0.0,0.0,-0.10052490234375,0.037109375,0.98992919921875,8.74786376953125,6.56463623046875,0.082244873046875,1,1.0,1.0,1.0,1.0,15.00
2021-07-27 00:55:29.453,0.51825994,0.0,0.0,0.52987534,0.56402045,0.0,0.0,0.3419647,1.2227682,0.0,0.0,0.5307737,1.3858474,0.0,0.0,1.3554169,1.1204493,0.0,0.0,1.0673914,794.57874,843.3333,848.5714,764.7619,729.707,0.0,0.0,-0.10052490234375,0.037109375,0.98992919921875,8.74786376953125,6.56463623046875,0.082244873046875,1,1.0,1.0,1.0,1.0,15.00
2021-07-27 00:55:29.453,0.51825994,0.0,0.0,0.52987534,0.56402045,0.0,0.0,0.3419647,1.2227682,0.0,0.0,0.5307737,1.3858474,0.0,0.0,1.3554169,1.1204493,0.0,0.0,1.0673914,809.0842,825.2015,855.82416,853.00366,733.3333,0.0,0.0,-0.10052490234375,0.037109375,0.98992919921875,8.74786376953125,6.56463623046875,0.082244873046875,1,1.0,1.0,1.0,1.0,15.00
