timestamps,TP9,AF7,AF8,TP10,Right AUX
1533222741.5770001,828.0469291463135,1253.9923140225146,815.6582293951409,962.6778815857969,649.2338392060075
1533222741.58,807.5604461474103,1271.4684051996196,780.5893834925748,960.8022137592811,532.3089849288452
1533222741.5839999,857.0720691657527,1245.2542684339621,888.2707826509431,979.5320419737527,781.5407236254791
1533222741.5879998,921.9511768709326,1267.1016194881875,970.7861615133877,1020.7353626126743,1135.384130651683
1533222741.592,937.3151649742231,1288.9444963767248,935.3049795275416,1048.8281870736184,1166.1544924644227
1533222741.596,937.3151649742231,1293.315756253845,813.5957040277507,1056.3231869366284,1159.9978994906264
1533222741.6,916.8286819753199,1291.1323633981287,785.5399513449056,1041.3370229321351,744.6137688389434
1533222741.6039999,950.9763168903717,1297.6825419652773,919.6269139020088,1030.1021945806735,673.8476080449509
1533222741.6079998,991.949282888178,1304.2371946981136,965.4224126267867,1041.3370229321351,1163.079346741585
1533222741.6120002,961.2178100980502,1284.5777106652924,950.5698641188042,1045.0845228636401,1270.7661607939926
1533222741.6160002,935.6088322035345,1280.2064507881723,866.8174770065198,1031.9740266856627,1144.615869348317
1533222741.619,892.9260368514931,1282.3898436438883,787.1909855800062,1020.7353626126743,1058.4613768838944
1533222741.623,901.4611972884828,1282.3898436438883,863.1039174040291,1028.2265267541577,889.2338392060075
1533222741.627,952.6826496610604,1282.3898436438883,918.3890607011786,1018.8635305076851,1018.4592763745209
1533222741.631,956.0953152024379,1284.5777106652924,931.1790838417709,1003.8812022247184,806.1544924644227
1533222741.635,921.9511768709326,1288.9444963767248,887.0337744011033,998.2618701882243,569.2296381872604
1533222741.639,862.1945640613652,1269.2850123439036,794.2040787997271,990.770706046741,947.6931155805282
1533222741.643,829.7567585005486,1251.8089211667984,845.775662494386,998.2618701882243,1086.1565929737963
1533222741.647,875.8522193939673,1247.4376612896783,918.8013967844586,994.5143702567194,852.3068844194718
1533222741.651,927.073671766545,1260.546966755351,963.7722233426764,988.8950382202252,923.0793467415848
1533222741.655,896.342198976417,1264.9137524667833,927.8778603225601,966.4215457957753,1052.3110854382187
1533222741.658,831.4630912712372,1247.4376612896783,797.505302318938,934.5812214033261,553.8476080449509
1533222741.6620002,799.0252857104206,1247.4376612896783,849.0768860135968,913.9795610838653,556.9227537677887
1533222741.6660001,838.2919189375382,1264.9137524667833,924.1651456710596,904.6165648373928,1129.2338392060074
1533222741.67,857.0720691657527,1240.8830085568418,944.7937791489231,910.235896873887,947.6931155805282
1533222741.674,817.8054359386351,1232.1449629682893,913.4384928488478,898.9972328008987,621.5386231161057
1533222741.678,780.2416388986595,1249.6210541453945,798.7423105687778,910.235896873887,858.4634773932679
1533222741.6820002,771.7064784616699,1232.1449629682893,836.2868628730045,921.4707252253486,1043.079346741585
1533222741.686,836.5855861668496,1219.0356575026167,912.2006396480176,921.4707252253486,996.9206532584152
1533222741.69,882.6810470602683,1229.961570112573,900.2361336249755,923.3463930518644,855.38833167043
