timestamps,TP9,AF7,AF8,TP10,Right AUX
1533057197.83,708.3785818060879,856.7020208870202,1115.25050332076,511.0627721551707,521.4774496159991
1533057197.833,579.1440424302893,834.4402549844026,1138.9850276537154,538.2538325413079,639.8680480387609
1533057197.8370001,349.40573088974077,878.94100094941,1044.0663689167611,456.70292088362197,845.6372351940622
1533057197.841,119.65761697211573,1001.3237488132374,972.8822345127624,271.8437953591951,873.8262976135251
1533057197.845,268.0361987782037,923.4417469144174,1063.0481568046653,212.0390511602012,1259.998556775424
1533057197.849,531.2888375431043,778.8200189882002,1063.0481568046653,342.52719066271646,1113.4246688315036
1533057197.853,454.7028654448704,890.0604909806049,1091.5256982852381,407.7656930387927,696.2403999793825
1533057197.857,306.3242836387824,856.7020208870202,1053.56212250943,342.52719066271646,758.2528735632184
1533057197.861,81.36953211153701,845.5597450155974,873.2205586281906,125.04324657507009,659.5998144425545
1533057197.865,215.38763150063892,1056.9667706496678,892.2023465160947,81.550911657686,744.161228802639
1533057197.869,521.7119151394213,1001.3237488132374,953.9004466248582,282.7224464637226,1011.9486624400804
1533057197.8720002,392.47737576362266,834.4402549844026,759.3201120033324,369.70711629849086,1076.7783103963714
1533057197.8760002,253.67571636121758,867.8215109182152,621.6948603429523,391.45328375718293,1023.2231328282047
1533057197.88,162.7390642230741,1034.70500474705,640.6766482308565,331.648539558189,865.3690015978558
1533057197.8839998,191.46002905704634,1090.3480265834803,764.0728484483836,195.72664187859147,840.0028864491521
1533057197.8879998,516.928355126118,1123.706496677065,830.5139657047648,304.46861392241465,1223.3579712385958
1533057197.8920002,526.4954751527246,1168.2072426420725,716.6135190799065,467.57043723778656,1082.4184320395857
1533057197.8960001,320.68476605576853,1168.2072426420725,640.6766482308565,386.0195255801006,239.59837121797847
1533057197.9,167.5226242363773,1223.8502644785026,569.4925138268577,228.35146044181099,194.49471676717695
1533057197.904,248.89215634791438,1179.3495185134952,602.7130724550483,173.9804744198994,775.167465594557
1533057197.908,622.2254896812477,1112.5870066458701,531.5289380510494,266.41003718211283,769.533116849647
1533057197.9120002,650.9464545152199,1179.3495185134952,379.66491565038297,418.64434414332015,245.23271996288852
1533057197.915,469.0633478618565,1079.2057507120576,355.9303913174276,478.44908834231404,532.7519200041235
1533057197.919,315.9012060424653,1023.5855147158552,379.66491565038297,347.9609488397988,938.655945569816
1533057197.9229999,244.10859633461115,1123.706496677065,545.767708791336,228.35146044181099,997.8512447811969
1533057197.927,521.7119151394213,1157.0877526108775,583.7312845671441,266.41003718211283,1166.9798463996701
1533057197.931,593.5045248472754,1034.70500474705,593.2173188623793,358.8284651939634,1135.9736096077522
1533057197.935,435.55882301458104,901.2027668520277,654.9154189711429,445.8242697790945,1000.6741920519561
1533057197.939,234.53167393092826,867.8215109182152,559.9967602341887,347.9609488397988,871.00912324107
1533057197.9429998,143.59502179278476,890.0604909806049,522.0331844583806,157.66806513828962,933.0215968249059
1533057197.947,473.84690787515973,801.05899905059,683.3929604517159,206.60529298311891,873.8262976135251
1533057197.951,612.6485672775648,734.3192730231927,844.7430171476176,375.1408744755731,820.2711200453585
1533057197.955,421.1983405975949,845.5597450155974,892.2023465160947,369.70711629849086,842.8200608216072
1533057197.958,196.24358907034957,834.4402549844026,730.852289820193,260.9651442546676,1102.1501984433792
1533057197.9620001,138.81146177948153,812.2012749220128,664.4111725638118,233.78521861889328,1268.4558527910933
1533057197.966,497.78431269582876,845.5597450155974,721.3565362275241,380.58576740301834,1096.510076800165
1533057197.97,655.7300145285232,856.7020208870202,740.3383241154282,549.1213488954726,715.9721663831762
1533057197.974,497.78431269582876,945.7035128170352,844.7430171476176,576.3124092816098,746.9784031750941
