timestamps,TP9,AF7,AF8,TP10,Right AUX
1533058060.635,1036.5477229552805,912.3381036021768,852.1023129643633,955.1999578697297,725.1812807337421
1533058060.6379998,999.1080077356198,894.6209219960264,852.1023129643633,976.797338771259,912.5162716172164
1533058060.6420002,945.2941075798806,882.8114831984797,844.717751131276,972.0001053256758,1096.8314271506713
1533058060.6460001,917.2131231709195,876.9037403898759,833.6413284841501,959.9971913153129,879.2795182054257
1533058060.65,952.3143536821208,885.7623311929511,842.6668107018112,959.9971913153129,646.6222443228908
1533058060.654,1013.1484999401002,888.7192260070834,850.8714126246804,995.9961029499966,849.0626001436543
1533058060.658,982.7290308226798,879.8606352040082,850.4613925797895,1012.7962504059427,1130.068180562462
1533058060.6620002,949.9710769967996,885.7623311929511,853.7432333489371,993.5974862272051,1148.1995690369633
1533058060.6660001,947.6325922883401,900.5286648046301,857.8459544128767,981.5994874150446,770.503563732803
1533058060.67,985.0675155311393,897.5717699904978,852.9231932591553,979.1959554940505,782.589093320073
1533058060.674,1045.9064537659804,909.3872556077054,854.5641136437291,1007.9990169603595,1296.2581358086081
1533058060.678,1036.5477229552805,924.1475423997235,847.1795518106418,1031.9999297828829,1332.5147245704184
1533058060.681,999.1080077356198,924.1475423997235,836.1022889585058,1000.7982515937823,492.5178186640146
1533058060.685,940.6123461860999,927.0983903941949,837.3331892981888,957.5985745925213,492.5178186640146
1533058060.689,942.9508308945594,944.8155720003454,843.4868507915932,940.7984271365752,1027.3380849770706
1533058060.6929998,1022.5072307508001,944.8155720003454,857.8459544128767,940.7984271365752,1069.640532626112
1533058060.697,1024.8457154592597,909.3872556077054,865.6405362908549,972.0001053256758,1124.0285098624233
1533058060.701,975.7087847204394,912.3381036021768,851.2822728745814,983.9981041378362,906.4766009171777
1533058060.705,926.5718539816194,918.2397995911195,835.282248868724,892.7966014915286,737.2668103210123
1533058060.7089999,919.5563998562407,924.1475423997235,837.7432093430797,844.7996910446844,725.1812807337421
1533058060.7129998,994.4310383187006,947.766419994817,852.9231932591553,890.397984768737,685.8986684347201
1533058060.717,1010.8100152316407,935.9569811972701,847.5895718555328,916.7975143140519,791.6547875573236
1533058060.72,954.6528383905803,924.1475423997235,832.4104281444672,923.9982796806291,305.1828277805404
1533058060.724,910.1928770686793,941.8647240058741,846.3586715158499,902.3959835808975,202.44654400795625
1533058060.728,919.5563998562407,956.6250107978923,847.9995919004238,885.5958361249513,746.3325045582629
1533058060.732,987.4107922164604,962.5327536064958,846.3586715158499,912.0002808684687,954.8187192662579
1533058060.736,996.7695230271603,950.7172679892885,842.6668107018112,945.5956605821584,743.3064810210509
1533058060.74,961.6730844928206,962.5327536064958,834.4613685739321,974.3987220484673,761.4378694955523
1533058060.744,938.2738614776403,959.5758587923638,837.7432093430797,988.7953375834194,1066.6206972760926
1533058060.748,935.9353767691807,930.0492383886665,836.9231692532978,967.1979566818901,891.3650477926957
1533058060.752,1013.1484999401002,918.2397995911195,842.6668107018112,986.3967208606279,966.9042488535279
1533058060.756,1073.9826461980797,915.2889515966483,845.9486514709589,1041.5993118722517,1054.52897950163
1533058060.76,1008.4667385463196,935.9569811972701,844.717751131276,1034.3985465056744,676.8329741974695
1533058060.7629998,968.6885386181992,962.5327536064958,849.6405122849975,1012.7962504059427,722.1614453837228
1533058060.7670002,961.6730844928206,959.5758587923638,843.4868507915932,988.7953375834194,960.8645781534891
1533058060.7710001,985.0675155311393,935.9569811972701,840.6150300673364,962.3958080381045,776.5494226200343
1533058060.775,1034.2044462699594,924.1475423997235,845.9486514709589,1010.3976336831511,803.7403171445936
1533058060.779,992.0877616333795,924.1475423997235,831.5895478496753,1019.99701577252,1021.2922260898392
1533058060.783,961.6730844928206,912.3381036021768,830.7695077598934,991.1988695044134,933.6674954417371
1533058060.7870002,949.9710769967996,921.1966944052521,843.4868507915932,986.3967208606279,776.5494226200343
1533058060.7910001,959.3298078074995,927.0983903941949,846.7686915607409,950.397809225944,879.2795182054257
1533058060.795,1017.8254693570194,927.0983903941949,847.5895718555328,976.797338771259,1054.52897950163
1533058060.799,1003.7897691294005,944.8155720003454,837.7432093430797,988.7953375834194,743.3064810210509
1533058060.802,949.9710769967996,947.766419994817,840.2050100224454,969.5965734046817,752.3721752583016
1533058060.806,919.5563998562407,933.0061332027988,846.3586715158499,962.3958080381045,1172.3706282115033
1533058060.81,959.3298078074995,924.1475423997235,833.6413284841501,919.1961310368436,994.1013315652799
1533058060.814,1064.62391538738,927.0983903941949,834.4613685739321,957.5985745925213,383.7418641913918
1533058060.8179998,1041.2246923721998,953.6741628034206,840.2050100224454,995.9961029499966,625.4710204983701
1533058060.822,964.0115692012802,956.6250107978923,837.7432093430797,972.0001053256758,1238.8503232222774
1533058060.826,947.6325922883401,944.8155720003454,832.8204481893582,955.1999578697297,1241.8701585722968
1533058060.83,975.7087847204394,953.6741628034206,826.2559264460529,952.7964259487356,628.4908558483894
1533058060.8339999,1041.2246923721998,953.6741628034206,834.0513485290411,979.1959554940505,616.4053262611194
1533058060.8379998,1034.2044462699594,921.1966944052521,838.5640896378717,1000.7982515937823,779.5692579700536
1533058060.842,978.0520614057607,912.3381036021768,835.282248868724,983.9981041378362,951.7988839162384
1533058060.845,940.6123461860999,921.1966944052521,831.1795278047844,940.7984271365752,1093.811591800652
1533058060.849,938.2738614776403,933.0061332027988,831.9995678945663,914.3988975912603,994.1013315652799
1533058060.853,987.4107922164604,950.7172679892885,843.4868507915932,940.7984271365752,643.5962207856787
1533058060.857,994.4310383187006,938.9078291917418,843.4868507915932,959.9971913153129,568.0570197248467
1533058060.861,940.6123461860999,938.9078291917418,847.5895718555328,926.3968964034208,643.5962207856787
1533058060.865,896.1571768410604,941.8647240058741,859.0768547525596,878.3999859565765,646.6222443228908
1533058060.869,872.7579538258801,915.2889515966483,848.4104521503247,825.5960116677443,622.444996961158
1533058060.873,947.6325922883401,924.1475423997235,857.0259143230949,861.5998385006305,568.0570197248467
1533058060.877,982.7290308226798,956.6250107978923,859.0768547525596,914.3988975912603,546.905795900326
1533058060.881,907.8543923602198,941.8647240058741,849.6405122849975,892.7966014915286,477.41245372672523
1533058060.885,886.7984460303607,927.0983903941949,856.2050340283029,861.5998385006305,948.7790485662191
1533058060.8879998,863.3992230151803,930.0492383886665,847.1795518106418,830.39816031153,1139.1338747997127
1533058060.8920002,919.5563998562407,941.8647240058741,848.8204721952156,842.3961591236904,773.5233990828223
1533058060.8960001,987.4107922164604,933.0061332027988,859.8977350473516,873.597837312791,758.4180341455329
1533058060.9,968.6885386181992,944.8155720003454,852.1023129643633,878.3999859565765,679.8589977346815
1533058060.904,954.6528383905803,971.3852975899105,861.1277951820244,842.3961591236904,770.503563732803
1533058060.908,919.5563998562407,962.5327536064958,863.9996159062812,820.7987782221611,957.8385546162772
1533058060.9120002,980.3905461142202,953.6741628034206,856.2050340283029,861.5998385006305,906.4766009171777
1533058060.9160001,1055.2651845766802,962.5327536064958,857.8459544128767,938.3998104137836,767.4837283827836
1533058060.92,1003.7897691294005,962.5327536064958,854.1540935988381,959.9971913153129,1190.5020166860047
1533058060.924,966.3500539097397,953.6741628034206,843.0768307467022,926.3968964034208,1136.1140394496933
1533058060.927,940.6123461860999,971.3852975899105,834.871388618823,892.7966014915286,746.3325045582629
1533058060.931,980.3905461142202,986.1516312015895,843.8977110414942,895.2001334125226,978.9897784407979
1533058060.935,1038.8862076637402,971.3852975899105,850.4613925797895,950.397809225944,864.1741532681364
1533058060.939,980.3905461142202,968.434449595439,846.7686915607409,957.5985745925213,915.5422951544284
1533058060.9429998,926.5718539816194,989.1024791960609,849.2304922401066,904.7995155018915,797.700646444555
1533058060.947,914.87463846246,983.200783207118,851.6922929194724,859.1963065796365,812.8060113818443
1533058060.951,961.6730844928206,956.6250107978923,843.4868507915932,854.3990731340533,803.7403171445936
1533058060.955,999.1080077356198,959.5758587923638,849.2304922401066,878.3999859565765,716.1155864964916
1533058060.9589999,942.9508308945594,950.7172679892885,850.4613925797895,875.9964540355825,933.6674954417371
1533058060.9629998,893.8186921326009,944.8155720003454,844.307731086385,863.9984552234221,897.410906679927
1533058060.967,861.0607383067207,944.8155720003454,841.4359103621283,803.998630766215,824.8915409691143
1533058060.97,931.2536153754,959.5758587923638,836.9231692532978,808.7958642117982,849.0626001436543
1533058060.974,1052.9266998682206,962.5327536064958,841.8459304070193,931.1990450472064,1151.2194043869827
1533058060.978,947.6325922883401,912.3381036021768,852.5123330092542,885.5958361249513,1184.462345985966
1533058060.982,828.3027844808406,894.6209219960264,841.8459304070193,787.198483310269,960.8645781534891
1533058060.986,851.6972155191594,900.5286648046301,839.7949899775546,823.1973949449527,1039.4236145643406
1533058060.99,896.1571768410604,876.9037403898759,853.7432333489371,861.5998385006305,1096.8314271506713
1533058060.994,938.2738614776403,862.1434535978577,873.0250981239423,909.5967489474747,679.8589977346815
