TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-07-23 20:53:35.530,0.5769559,0.5570099,0.3947731,0.55286515,0.24062896,0.30252397,0.04381491,0.568163,0.7131536,0.056873973,0.505542,1.2564547,1.0832808,0.16627192,0.23123017,1.149712,0.61992073,0.07912893,0.11271927,0.74799466,1110.4762,797.8022,807.47253,792.5641,834.4689,-0.00457763671875,0.05242919921875,1.0653076171875,-0.127105712890625,-10.9759521484375,4.20196533203125,1,1.0,1.0,1.0,1.0,30.00
2021-07-23 20:53:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-07-23 20:53:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-07-23 20:53:36.541,0.5769559,0.32721722,0.48078027,0.55286515,0.24062896,-0.04182508,-0.25695595,0.568163,0.7131536,0.17312399,0.10936184,1.2564547,1.0832808,0.038820747,0.06311462,1.149712,0.61992073,0.08358396,-0.055861995,0.74799466,890.87915,819.5604,780.87915,722.4542,834.4689,0.026123046875,0.145751953125,0.93231201171875,10.624542236328125,-17.6751708984375,9.293670654296875,1,1.0,1.0,1.0,1.0,30.00
2021-07-23 20:53:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-07-23 20:53:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-07-23 20:53:37.543,0.5769559,0.3373341,0.6059707,0.55286515,0.24062896,-0.005588491,-0.19535436,0.568163,0.7131536,0.15995856,-0.40258852,1.2564547,1.0832808,-0.1766249,0.08501821,1.149712,0.61992073,0.1766707,0.037628926,0.74799466,630.989,839.304,830.4396,841.31866,814.3223,-0.0211181640625,0.1201171875,1.021484375,1.188812255859375,-17.114410400390625,-3.81317138671875,1,2.0,1.0,1.0,2.0,30.00
2021-07-23 20:53:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-07-23 20:53:38.568,0.5769559,0.97118044,1.0309701,0.55286515,0.24062896,0.2913973,0.22210093,0.568163,0.7131536,0.2557019,0.21812764,1.2564547,1.0832808,0.27213642,0.32324716,1.149712,0.61992073,0.437442,0.36362678,0.74799466,776.4469,805.05493,782.49084,894.10254,773.22345,-0.06683349609375,-0.16680908203125,1.058349609375,7.2674560546875,-14.482574462890625,20.643463134765625,1,2.0,1.0,1.0,2.0,30.00
2021-07-23 20:53:39.579,0.5769559,0.5948028,1.070223,0.55286515,0.24062896,0.25294027,0.23565246,0.568163,0.7131536,0.22180517,0.21546686,1.2564547,1.0832808,0.24059069,0.35465336,1.149712,0.61992073,0.4589473,0.34826463,0.74799466,798.60803,796.1905,776.4469,774.83514,823.1868,-0.15582275390625,0.05255126953125,0.9739990234375,9.3609619140625,-6.033782958984375,9.0020751953125,1,2.0,1.0,1.0,2.0,30.00
2021-07-23 20:53:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
